SMILES,C,H,N
[CH2][C]([CH2])=[N],3,4,1
[CH2][C]([CH2])[CH2],4,6,0
[CH2][C]([CH2])[CH3],4,7,0
[CH2][C]([CH2])[NH2],3,6,1
[CH2][C]([CH2])[NH],3,5,1
[CH2][C]([CH2])[N],3,4,1
[CH2][C]([CH3])=[NH],3,6,1
[CH2][C]([CH3])=[N],3,5,1
[CH2][C]([CH3])[CH3],4,8,0
[CH2][C]([CH3])[NH2],3,7,1
[CH2][C]([CH3])[NH],3,6,1
[CH2][C]([CH3])[N],3,5,1
[CH2][C]([NH2])[NH2],2,6,2
[CH2][C]([NH])=[NH],2,4,2
[CH2][C]([NH])[NH2],2,5,2
[CH2][C]([NH])[NH],2,4,2
[CH2][C]([N])=[NH],2,3,2
[CH2][C]([N])=[N],2,2,2
[CH2][C]([N])[NH2],2,4,2
[CH2][C]([N])[NH],2,3,2
[CH2][C]([N])[N],2,2,2
[CH2][C]1=[CH][CH2]1,4,5,0
[CH2][C]1=[CH][CH]1,4,4,0
[CH2][C]1=[CH][C]1,4,3,0
[CH2][C]1=[CH][NH]1,3,4,1
[CH2][C]1=[CH][N]1,3,3,1
[CH2][C]1=[C]=[CH]1,4,3,0
[CH2][C]1=[C]=[C]1,4,2,0
[CH2][C]1=[C]=[N]1,3,2,1
[CH2][C]1=[C][CH2]1,4,4,0
[CH2][C]1=[C][CH]1,4,3,0
[CH2][C]1=[C][C]1,4,2,0
[CH2][C]1=[C][NH]1,3,3,1
[CH2][C]1=[C][N]1,3,2,1
[CH2][C]1=[N][CH2]1,3,4,1
[CH2][C]1=[N][CH]1,3,3,1
[CH2][C]1=[N][C]1,3,2,1
[CH2][C]1=[N][NH]1,2,3,2
[CH2][C]1=[N][N]1,2,2,2
[CH2][C]1[CH2][CH2]1,4,6,0
[CH2][C]1[CH2][NH]1,3,5,1
[CH2][C]1[CH2][N]1,3,4,1
[CH2][C]1[CH]=[CH]1,4,4,0
[CH2][C]1[CH]=[N]1,3,3,1
[CH2][C]1[CH][CH2]1,4,5,0
[CH2][C]1[CH][CH]1,4,4,0
[CH2][C]1[CH][NH]1,3,4,1
[CH2][C]1[CH][N]1,3,3,1
[CH2][C]1[C]#[C]1,4,2,0
[CH2][C]1[C]=[CH]1,4,3,0
[CH2][C]1[C]=[C]1,4,2,0
[CH2][C]1[C]=[N]1,3,2,1
[CH2][C]1[C][CH2]1,4,4,0
[CH2][C]1[C][CH]1,4,3,0
[CH2][C]1[C][C]1,4,2,0
[CH2][C]1[C][NH]1,3,3,1
[CH2][C]1[C][N]1,3,2,1
[CH2][C]1[NH][NH]1,2,4,2
[CH2][C]1[N]=[N]1,2,2,2
[CH2][C]1[N][NH]1,2,3,2
[CH2][C]1[N][N]1,2,2,2
[CH2][C]=[CH][CH2],4,5,0
[CH2][C]=[CH][CH3],4,6,0
[CH2][C]=[CH][NH2],3,5,1
[CH2][C]=[CH][NH],3,4,1
[CH2][C]=[CH][N],3,3,1
[CH2][C]=[C]=[CH2],4,4,0
[CH2][C]=[C]=[NH],3,3,1
[CH2][C]=[C]=[N],3,2,1
[CH2][C]=[C][CH2],4,4,0
[CH2][C]=[C][CH3],4,5,0
[CH2][C]=[C][NH2],3,4,1
[CH2][C]=[C][NH],3,3,1
[CH2][C]=[C][N],3,2,1
[CH2][C]=[N][CH2],3,4,1
[CH2][C]=[N][CH3],3,5,1
[CH2][C]=[N][NH2],2,4,2
[CH2][C]=[N][NH],2,3,2
[CH2][C]=[N][N],2,2,2
[CH2][C][CH2][CH2],4,6,0
[CH2][C][CH2][CH3],4,7,0
[CH2][C][CH2][NH2],3,6,1
[CH2][C][CH2][NH],3,5,1
[CH2][C][CH2][N],3,4,1
[CH2][C][CH]=[CH2],4,5,0
[CH2][C][CH]=[NH],3,4,1
[CH2][C][CH]=[N],3,3,1
[CH2][C][CH][CH2],4,5,0
[CH2][C][CH][CH3],4,6,0
[CH2][C][CH][NH2],3,5,1
[CH2][C][CH][NH],3,4,1
[CH2][C][CH][N],3,3,1
[CH2][C][C]#[N],3,2,1
[CH2][C][C]=[CH2],4,4,0
[CH2][C][C]=[NH],3,3,1
[CH2][C][C]=[N],3,2,1
[CH2][C][C][CH2],4,4,0
[CH2][C][C][CH3],4,5,0
[CH2][C][C][NH2],3,4,1
[CH2][C][C][NH],3,3,1
[CH2][C][C][N],3,2,1
[CH2][C][NH][CH2],3,5,1
[CH2][C][NH][CH3],3,6,1
[CH2][C][NH][NH2],2,5,2
[CH2][C][NH][NH],2,4,2
[CH2][C][NH][N],2,3,2
[CH2][C][N]=[CH2],3,4,1
[CH2][C][N]=[NH],2,3,2
[CH2][C][N]=[N],2,2,2
[CH2][C][N][CH2],3,4,1
[CH2][C][N][CH3],3,5,1
[CH2][C][N][NH2],2,4,2
[CH2][C][N][NH],2,3,2
[CH2][C][N][N],2,2,2
[CH2][NH][CH2][CH3],3,8,1
[CH2][NH][CH2][NH2],2,7,2
[CH2][NH][CH2][NH],2,6,2
[CH2][NH][CH2][N],2,5,2
[CH2][NH][CH]=[CH2],3,6,1
[CH2][NH][CH]=[NH],2,5,2
[CH2][NH][CH]=[N],2,4,2
[CH2][NH][CH][CH3],3,7,1
[CH2][NH][CH][NH2],2,6,2
[CH2][NH][CH][NH],2,5,2
[CH2][NH][CH][N],2,4,2
[CH2][NH][C]#[N],2,3,2
[CH2][NH][C]=[CH2],3,5,1
[CH2][NH][C]=[NH],2,4,2
[CH2][NH][C]=[N],2,3,2
[CH2][NH][C][CH3],3,6,1
[CH2][NH][C][NH2],2,5,2
[CH2][NH][C][NH],2,4,2
[CH2][NH][C][N],2,3,2
[CH2][NH][NH][CH2],2,6,2
[CH2][NH][NH][CH3],2,7,2
[CH2][NH][NH][NH2],1,6,3
[CH2][NH][NH][NH],1,5,3
[CH2][NH][NH][N],1,4,3
[CH2][NH][N]=[CH2],2,5,2
[CH2][NH][N]=[NH],1,4,3
[CH2][NH][N]=[N],1,3,3
[CH2][NH][N][CH3],2,6,2
[CH2][NH][N][NH2],1,5,3
[CH2][NH][N][NH],1,4,3
[CH2][NH][N][N],1,3,3
[CH2][N]([CH2])[CH2],3,6,1
[CH2][N]([CH2])[CH3],3,7,1
[CH2][N]([CH2])[NH2],2,6,2
[CH2][N]([CH2])[NH],2,5,2
[CH2][N]([CH2])[N],2,4,2
[CH2][N]([CH3])[CH3],3,8,1
[CH2][N]([CH3])[NH2],2,7,2
[CH2][N]([CH3])[NH],2,6,2
[CH2][N]([CH3])[N],2,5,2
[CH2][N]([NH2])[NH2],1,6,3
[CH2][N]([NH])[NH2],1,5,3
[CH2][N]([NH])[NH],1,4,3
[CH2][N]([N])[NH2],1,4,3
[CH2][N]([N])[NH],1,3,3
[CH2][N]([N])[N],1,2,3
[CH2][N]1[CH2][CH2]1,3,6,1
[CH2][N]1[CH2][NH]1,2,5,2
[CH2][N]1[CH2][N]1,2,4,2
[CH2][N]1[CH]=[CH]1,3,4,1
[CH2][N]1[CH]=[N]1,2,3,2
[CH2][N]1[CH][CH2]1,3,5,1
[CH2][N]1[CH][CH]1,3,4,1
[CH2][N]1[CH][NH]1,2,4,2
[CH2][N]1[CH][N]1,2,3,2
[CH2][N]1[C]#[C]1,3,2,1
[CH2][N]1[C]=[CH]1,3,3,1
[CH2][N]1[C]=[C]1,3,2,1
[CH2][N]1[C]=[N]1,2,2,2
[CH2][N]1[C][CH2]1,3,4,1
[CH2][N]1[C][CH]1,3,3,1
[CH2][N]1[C][C]1,3,2,1
[CH2][N]1[C][NH]1,2,3,2
[CH2][N]1[C][N]1,2,2,2
[CH2][N]1[N]=[N]1,1,2,3
[CH2][N]1[N][NH]1,1,3,3
[CH2][N]1[N][N]1,1,2,3
[CH2][N]=[CH][CH3],3,6,1
[CH2][N]=[CH][NH2],2,5,2
[CH2][N]=[CH][NH],2,4,2
[CH2][N]=[CH][N],2,3,2
[CH2][N]=[C]=[CH2],3,4,1
[CH2][N]=[C]=[NH],2,3,2
[CH2][N]=[C]=[N],2,2,2
[CH2][N]=[C][CH3],3,5,1
[CH2][N]=[C][NH2],2,4,2
[CH2][N]=[C][NH],2,3,2
[CH2][N]=[C][N],2,2,2
[CH2][N]=[N][CH2],2,4,2
[CH2][N]=[N][CH3],2,5,2
[CH2][N]=[N][NH2],1,4,3
[CH2][N]=[N][NH],1,3,3
[CH2][N]=[N][N],1,2,3
[CH2][N][CH2][CH3],3,7,1
[CH2][N][CH2][NH2],2,6,2
[CH2][N][CH2][NH],2,5,2
[CH2][N][CH2][N],2,4,2
[CH2][N][CH]=[CH2],3,5,1
[CH2][N][CH]=[NH],2,4,2
[CH2][N][CH]=[N],2,3,2
[CH2][N][CH][CH3],3,6,1
[CH2][N][CH][NH2],2,5,2
[CH2][N][CH][NH],2,4,2
[CH2][N][CH][N],2,3,2
[CH2][N][C]#[N],2,2,2
[CH2][N][C]=[CH2],3,4,1
[CH2][N][C]=[NH],2,3,2
[CH2][N][C]=[N],2,2,2
[CH2][N][C][CH3],3,5,1
[CH2][N][C][NH2],2,4,2
[CH2][N][C][NH],2,3,2
[CH2][N][C][N],2,2,2
[CH2][N][NH][CH2],2,5,2
[CH2][N][NH][CH3],2,6,2
[CH2][N][NH][NH2],1,5,3
[CH2][N][NH][NH],1,4,3
[CH2][N][NH][N],1,3,3
[CH2][N][N]=[CH2],2,4,2
[CH2][N][N]=[NH],1,3,3
[CH2][N][N]=[N],1,2,3
[CH2][N][N][CH2],2,4,2
[CH2][N][N][CH3],2,5,2
[CH2][N][N][NH2],1,4,3
[CH2][N][N][NH],1,3,3
[CH2][N][N][N],1,2,3
[CH2][n]1[nH][nH]1,1,4,3
[CH3][CH2][CH2][CH3],4,10,0
[CH3][CH2][CH2][NH2],3,9,1
[CH3][CH2][CH2][NH],3,8,1
[CH3][CH2][CH2][N],3,7,1
[CH3][CH2][CH]=[NH],3,7,1
[CH3][CH2][CH]=[N],3,6,1
[CH3][CH2][CH][NH2],3,8,1
[CH3][CH2][CH][NH],3,7,1
[CH3][CH2][CH][N],3,6,1
[CH3][CH2][C]#[N],3,5,1
[CH3][CH2][C]=[NH],3,6,1
[CH3][CH2][C]=[N],3,5,1
[CH3][CH2][C][NH2],3,7,1
[CH3][CH2][C][NH],3,6,1
[CH3][CH2][C][N],3,5,1
[CH3][CH2][NH][CH3],3,9,1
[CH3][CH2][NH][NH2],2,8,2
[CH3][CH2][NH][NH],2,7,2
[CH3][CH2][NH][N],2,6,2
[CH3][CH2][N]=[NH],2,6,2
[CH3][CH2][N]=[N],2,5,2
[CH3][CH2][N][CH3],3,8,1
[CH3][CH2][N][NH2],2,7,2
[CH3][CH2][N][NH],2,6,2
[CH3][CH2][N][N],2,5,2
[CH3][CH]([CH3])[CH3],4,10,0
[CH3][CH]([CH3])[NH2],3,9,1
[CH3][CH]([CH3])[NH],3,8,1
[CH3][CH]([CH3])[N],3,7,1
[CH3][CH]([NH2])[NH2],2,8,2
[CH3][CH]([NH])[NH2],2,7,2
[CH3][CH]([NH])[NH],2,6,2
[CH3][CH]([N])[NH2],2,6,2
[CH3][CH]([N])[NH],2,5,2
[CH3][CH]([N])[N],2,4,2
[CH3][CH]1[CH2][CH2]1,4,8,0
[CH3][CH]1[CH2][NH]1,3,7,1
[CH3][CH]1[CH2][N]1,3,6,1
[CH3][CH]1[CH]=[CH]1,4,6,0
[CH3][CH]1[CH]=[N]1,3,5,1
[CH3][CH]1[CH][CH2]1,4,7,0
[CH3][CH]1[CH][CH]1,4,6,0
[CH3][CH]1[CH][NH]1,3,6,1
[CH3][CH]1[CH][N]1,3,5,1
[CH3][CH]1[C]#[C]1,4,4,0
[CH3][CH]1[C]=[CH]1,4,5,0
[CH3][CH]1[C]=[C]1,4,4,0
[CH3][CH]1[C]=[N]1,3,4,1
[CH3][CH]1[C][CH2]1,4,6,0
[CH3][CH]1[C][CH]1,4,5,0
[CH3][CH]1[C][C]1,4,4,0
[CH3][CH]1[C][NH]1,3,5,1
[CH3][CH]1[C][N]1,3,4,1
[CH3][CH]1[NH][NH]1,2,6,2
[CH3][CH]1[N]=[N]1,2,4,2
[CH3][CH]1[N][NH]1,2,5,2
[CH3][CH]1[N][N]1,2,4,2
[CH3][CH]=[CH][CH3],4,8,0
[CH3][CH]=[CH][NH2],3,7,1
[CH3][CH]=[CH][NH],3,6,1
[CH3][CH]=[CH][N],3,5,1
[CH3][CH]=[C]=[NH],3,5,1
[CH3][CH]=[C]=[N],3,4,1
[CH3][CH]=[C][NH2],3,6,1
[CH3][CH]=[C][NH],3,5,1
[CH3][CH]=[C][N],3,4,1
[CH3][CH]=[N][CH3],3,7,1
[CH3][CH]=[N][NH2],2,6,2
[CH3][CH]=[N][NH],2,5,2
[CH3][CH]=[N][N],2,4,2
[CH3][CH][CH2][CH3],4,9,0
[CH3][CH][CH2][NH2],3,8,1
[CH3][CH][CH2][NH],3,7,1
[CH3][CH][CH2][N],3,6,1
[CH3][CH][CH]=[NH],3,6,1
[CH3][CH][CH]=[N],3,5,1
[CH3][CH][CH][CH3],4,8,0
[CH3][CH][CH][NH2],3,7,1
[CH3][CH][CH][NH],3,6,1
[CH3][CH][CH][N],3,5,1
[CH3][CH][C]#[N],3,4,1
[CH3][CH][C]=[NH],3,5,1
[CH3][CH][C]=[N],3,4,1
[CH3][CH][C][NH2],3,6,1
[CH3][CH][C][NH],3,5,1
[CH3][CH][C][N],3,4,1
[CH3][CH][NH][CH3],3,8,1
[CH3][CH][NH][NH2],2,7,2
[CH3][CH][NH][NH],2,6,2
[CH3][CH][NH][N],2,5,2
[CH3][CH][N]=[NH],2,5,2
[CH3][CH][N]=[N],2,4,2
[CH3][CH][N][CH3],3,7,1
[CH3][CH][N][NH2],2,6,2
[CH3][CH][N][NH],2,5,2
[CH3][CH][N][N],2,4,2
[CH3][C]#[C][CH3],4,6,0
[CH3][C]#[C][NH2],3,5,1
[CH3][C]#[C][NH],3,4,1
[CH3][C]#[C][N],3,3,1
[CH3][C](=[NH])[NH2],2,6,2
[CH3][C](=[N])[NH2],2,5,2
[CH3][C](=[N])[NH],2,4,2
[CH3][C]([CH3])=[NH],3,7,1
[CH3][C]([CH3])=[N],3,6,1
[CH3][C]([CH3])[CH3],4,9,0
[CH3][C]([CH3])[NH2],3,8,1
[CH3][C]([CH3])[NH],3,7,1
[CH3][C]([CH3])[N],3,6,1
[CH3][C]([NH2])[NH2],2,7,2
[CH3][C]([NH])=[NH],2,5,2
[CH3][C]([NH])[NH2],2,6,2
[CH3][C]([NH])[NH],2,5,2
[CH3][C]([N])=[NH],2,4,2
[CH3][C]([N])=[N],2,3,2
[CH3][C]([N])[NH2],2,5,2
[CH3][C]([N])[NH],2,4,2
[CH3][C]([N])[N],2,3,2
[CH3][C]1=[CH][CH2]1,4,6,0
[CH3][C]1=[CH][CH]1,4,5,0
[CH3][C]1=[CH][C]1,4,4,0
[CH3][C]1=[CH][NH]1,3,5,1
[CH3][C]1=[CH][N]1,3,4,1
[CH3][C]1=[C]=[CH]1,4,4,0
[CH3][C]1=[C]=[C]1,4,3,0
[CH3][C]1=[C]=[N]1,3,3,1
[CH3][C]1=[C][CH2]1,4,5,0
[CH3][C]1=[C][CH]1,4,4,0
[CH3][C]1=[C][C]1,4,3,0
[CH3][C]1=[C][NH]1,3,4,1
[CH3][C]1=[C][N]1,3,3,1
[CH3][C]1=[N][CH2]1,3,5,1
[CH3][C]1=[N][CH]1,3,4,1
[CH3][C]1=[N][C]1,3,3,1
[CH3][C]1=[N][NH]1,2,4,2
[CH3][C]1=[N][N]1,2,3,2
[CH3][C]1[CH2][CH2]1,4,7,0
[CH3][C]1[CH2][NH]1,3,6,1
[CH3][C]1[CH2][N]1,3,5,1
[CH3][C]1[CH]=[CH]1,4,5,0
[CH3][C]1[CH]=[N]1,3,4,1
[CH3][C]1[CH][CH2]1,4,6,0
[CH3][C]1[CH][CH]1,4,5,0
[CH3][C]1[CH][NH]1,3,5,1
[CH3][C]1[CH][N]1,3,4,1
[CH3][C]1[C]#[C]1,4,3,0
[CH3][C]1[C]=[CH]1,4,4,0
[CH3][C]1[C]=[C]1,4,3,0
[CH3][C]1[C]=[N]1,3,3,1
[CH3][C]1[C][CH2]1,4,5,0
[CH3][C]1[C][CH]1,4,4,0
[CH3][C]1[C][C]1,4,3,0
[CH3][C]1[C][NH]1,3,4,1
[CH3][C]1[C][N]1,3,3,1
[CH3][C]1[NH][NH]1,2,5,2
[CH3][C]1[N]=[N]1,2,3,2
[CH3][C]1[N][NH]1,2,4,2
[CH3][C]1[N][N]1,2,3,2
[CH3][C]=[CH][CH3],4,7,0
[CH3][C]=[CH][NH2],3,6,1
[CH3][C]=[CH][NH],3,5,1
[CH3][C]=[CH][N],3,4,1
[CH3][C]=[C]=[NH],3,4,1
[CH3][C]=[C]=[N],3,3,1
[CH3][C]=[C][CH3],4,6,0
[CH3][C]=[C][NH2],3,5,1
[CH3][C]=[C][NH],3,4,1
[CH3][C]=[C][N],3,3,1
[CH3][C]=[N][CH3],3,6,1
[CH3][C]=[N][NH2],2,5,2
[CH3][C]=[N][NH],2,4,2
[CH3][C]=[N][N],2,3,2
[CH3][C][CH2][CH3],4,8,0
[CH3][C][CH2][NH2],3,7,1
[CH3][C][CH2][NH],3,6,1
[CH3][C][CH2][N],3,5,1
[CH3][C][CH]=[NH],3,5,1
[CH3][C][CH]=[N],3,4,1
[CH3][C][CH][CH3],4,7,0
[CH3][C][CH][NH2],3,6,1
[CH3][C][CH][NH],3,5,1
[CH3][C][CH][N],3,4,1
[CH3][C][C]#[N],3,3,1
[CH3][C][C]=[NH],3,4,1
[CH3][C][C]=[N],3,3,1
[CH3][C][C][CH3],4,6,0
[CH3][C][C][NH2],3,5,1
[CH3][C][C][NH],3,4,1
[CH3][C][C][N],3,3,1
[CH3][C][NH][CH3],3,7,1
[CH3][C][NH][NH2],2,6,2
[CH3][C][NH][NH],2,5,2
[CH3][C][NH][N],2,4,2
[CH3][C][N]=[NH],2,4,2
[CH3][C][N]=[N],2,3,2
[CH3][C][N][CH3],3,6,1
[CH3][C][N][NH2],2,5,2
[CH3][C][N][NH],2,4,2
[CH3][C][N][N],2,3,2
[CH3][NH][CH2][NH2],2,8,2
[CH3][NH][CH2][NH],2,7,2
[CH3][NH][CH2][N],2,6,2
[CH3][NH][CH]=[NH],2,6,2
[CH3][NH][CH]=[N],2,5,2
[CH3][NH][CH][NH2],2,7,2
[CH3][NH][CH][NH],2,6,2
[CH3][NH][CH][N],2,5,2
[CH3][NH][C]#[N],2,4,2
[CH3][NH][C]=[NH],2,5,2
[CH3][NH][C]=[N],2,4,2
[CH3][NH][C][NH2],2,6,2
[CH3][NH][C][NH],2,5,2
[CH3][NH][C][N],2,4,2
[CH3][NH][NH][CH3],2,8,2
[CH3][NH][NH][NH2],1,7,3
[CH3][NH][NH][NH],1,6,3
[CH3][NH][NH][N],1,5,3
[CH3][NH][N]=[NH],1,5,3
[CH3][NH][N]=[N],1,4,3
[CH3][NH][N][NH2],1,6,3
[CH3][NH][N][NH],1,5,3
[CH3][NH][N][N],1,4,3
[CH3][N]([CH3])[CH3],3,9,1
[CH3][N]([CH3])[NH2],2,8,2
[CH3][N]([CH3])[NH],2,7,2
[CH3][N]([CH3])[N],2,6,2
[CH3][N]([NH2])[NH2],1,7,3
[CH3][N]([NH])[NH2],1,6,3
[CH3][N]([NH])[NH],1,5,3
[CH3][N]([N])[NH2],1,5,3
[CH3][N]([N])[NH],1,4,3
[CH3][N]([N])[N],1,3,3
[CH3][N]1[CH2][CH2]1,3,7,1
[CH3][N]1[CH2][NH]1,2,6,2
[CH3][N]1[CH2][N]1,2,5,2
[CH3][N]1[CH]=[CH]1,3,5,1
[CH3][N]1[CH]=[N]1,2,4,2
[CH3][N]1[CH][CH2]1,3,6,1
[CH3][N]1[CH][CH]1,3,5,1
[CH3][N]1[CH][NH]1,2,5,2
[CH3][N]1[CH][N]1,2,4,2
[CH3][N]1[C]#[C]1,3,3,1
[CH3][N]1[C]=[CH]1,3,4,1
[CH3][N]1[C]=[C]1,3,3,1
[CH3][N]1[C]=[N]1,2,3,2
[CH3][N]1[C][CH2]1,3,5,1
[CH3][N]1[C][CH]1,3,4,1
[CH3][N]1[C][C]1,3,3,1
[CH3][N]1[C][NH]1,2,4,2
[CH3][N]1[C][N]1,2,3,2
[CH3][N]1[N]=[N]1,1,3,3
[CH3][N]1[N][NH]1,1,4,3
[CH3][N]1[N][N]1,1,3,3
[CH3][N]=[CH][NH2],2,6,2
[CH3][N]=[CH][NH],2,5,2
[CH3][N]=[CH][N],2,4,2
[CH3][N]=[C]=[NH],2,4,2
[CH3][N]=[C]=[N],2,3,2
[CH3][N]=[C][NH2],2,5,2
[CH3][N]=[C][NH],2,4,2
[CH3][N]=[C][N],2,3,2
[CH3][N]=[N][CH3],2,6,2
[CH3][N]=[N][NH2],1,5,3
[CH3][N]=[N][NH],1,4,3
[CH3][N]=[N][N],1,3,3
[CH3][N][CH2][NH2],2,7,2
[CH3][N][CH2][NH],2,6,2
[CH3][N][CH2][N],2,5,2
[CH3][N][CH]=[NH],2,5,2
[CH3][N][CH]=[N],2,4,2
[CH3][N][CH][NH2],2,6,2
[CH3][N][CH][NH],2,5,2
[CH3][N][CH][N],2,4,2
[CH3][N][C]#[N],2,3,2
[CH3][N][C]=[NH],2,4,2
[CH3][N][C]=[N],2,3,2
[CH3][N][C][NH2],2,5,2
[CH3][N][C][NH],2,4,2
[CH3][N][C][N],2,3,2
[CH3][N][NH][CH3],2,7,2
[CH3][N][NH][NH2],1,6,3
[CH3][N][NH][NH],1,5,3
[CH3][N][NH][N],1,4,3
[CH3][N][N]=[NH],1,4,3
[CH3][N][N]=[N],1,3,3
[CH3][N][N][CH3],2,6,2
[CH3][N][N][NH2],1,5,3
[CH3][N][N][NH],1,4,3
[CH3][N][N][N],1,3,3
[CH3][n]1[nH][nH]1,1,5,3
[CH]#[C][CH2][CH2],4,5,0
[CH]#[C][CH2][CH3],4,6,0
[CH]#[C][CH2][NH2],3,5,1
[CH]#[C][CH2][NH],3,4,1
[CH]#[C][CH2][N],3,3,1
[CH]#[C][CH]=[CH2],4,4,0
[CH]#[C][CH]=[NH],3,3,1
[CH]#[C][CH]=[N],3,2,1
[CH]#[C][CH][CH2],4,4,0
[CH]#[C][CH][CH3],4,5,0
[CH]#[C][CH][NH2],3,4,1
[CH]#[C][CH][NH],3,3,1
[CH]#[C][CH][N],3,2,1
[CH]#[C][C]#[CH],4,2,0
[CH]#[C][C]#[N],3,1,1
[CH]#[C][C]=[CH2],4,3,0
[CH]#[C][C]=[NH],3,2,1
[CH]#[C][C]=[N],3,1,1
[CH]#[C][C][CH2],4,3,0
[CH]#[C][C][CH3],4,4,0
[CH]#[C][C][NH2],3,3,1
[CH]#[C][C][NH],3,2,1
[CH]#[C][C][N],3,1,1
[CH]#[C][NH][CH2],3,4,1
[CH]#[C][NH][CH3],3,5,1
[CH]#[C][NH][NH2],2,4,2
[CH]#[C][NH][NH],2,3,2
[CH]#[C][NH][N],2,2,2
[CH]#[C][N]=[CH2],3,3,1
[CH]#[C][N]=[NH],2,2,2
[CH]#[C][N]=[N],2,1,2
[CH]#[C][N][CH2],3,3,1
[CH]#[C][N][CH3],3,4,1
[CH]#[C][N][NH2],2,3,2
[CH]#[C][N][NH],2,2,2
[CH]#[C][N][N],2,1,2
[CH]12[CH]3[CH]1[CH]23,4,4,0
[CH]12[CH]3[CH]1[N]23,3,3,1
[CH]12[CH]3[N]1[N]23,2,2,2
[CH]12[n]3[n]1[n]32,1,1,3
[CH]1=[CH][CH2][CH2]1,4,6,0
[CH]1=[CH][CH]=[CH]1,4,4,0
[CH]1=[CH][NH][CH2]1,3,5,1
[CH]1=[CH][NH][N]1,2,3,2
[CH]1=[CH][N]=[CH]1,3,3,1
[CH]1=[CH][N]=[N]1,2,2,2
[CH]1=[CH][N][CH2]1,3,4,1
[CH]1=[CH][N][N]1,2,2,2
[CH]1=[C]2[CH2][CH]12,4,4,0
[CH]1=[C]2[CH2][C]12,4,3,0
[CH]1=[C]2[CH2][N]12,3,3,1
[CH]1=[C]2[CH]=[C]12,4,2,0
[CH]1=[C]2[NH][CH]12,3,3,1
[CH]1=[C]2[NH][C]12,3,2,1
[CH]1=[C]2[N]=[C]12,3,1,1
[CH]1=[C]2[N][CH]12,3,2,1
[CH]1=[C]2[N][C]12,3,1,1
[CH]1=[C]2[N][N]12,2,1,2
[CH]1=[N][CH2][CH2]1,3,5,1
[CH]1=[N][CH2][NH]1,2,4,2
[CH]1=[N][CH2][N]1,2,3,2
[CH]1=[N][CH]=[N]1,2,2,2
[CH]1=[N][NH][CH2]1,2,4,2
[CH]1=[N][NH][N]1,1,2,3
[CH]1=[N][N]=[CH]1,2,2,2
[CH]1=[N][N]=[N]1,1,1,3
[CH]1=[N][N][CH2]1,2,3,2
[CH]1=[N][N][NH]1,1,2,3
[CH]1=[N][N][N]1,1,1,3
[CH]1[CH2][CH2][CH2]1,4,7,0
[CH]1[CH2][CH2][NH]1,3,6,1
[CH]1[CH2][CH2][N]1,3,5,1
[CH]1[CH2][CH]=[N]1,3,4,1
[CH]1[CH2][CH][CH2]1,4,6,0
[CH]1[CH2][CH][NH]1,3,5,1
[CH]1[CH2][CH][N]1,3,4,1
[CH]1[CH2][NH][CH2]1,3,6,1
[CH]1[CH2][NH][NH]1,2,5,2
[CH]1[CH2][NH][N]1,2,4,2
[CH]1[CH2][N]=[N]1,2,3,2
[CH]1[CH2][N][CH2]1,3,5,1
[CH]1[CH2][N][NH]1,2,4,2
[CH]1[CH2][N][N]1,2,3,2
[CH]1[CH]2[CH2][CH]12,4,5,0
[CH]1[CH]2[CH2][N]12,3,4,1
[CH]1[CH]2[CH][CH]12,4,4,0
[CH]1[CH]2[CH][N]12,3,3,1
[CH]1[CH]2[NH][CH]12,3,4,1
[CH]1[CH]2[NH][N]12,2,3,2
[CH]1[CH]2[N][CH]12,3,3,1
[CH]1[CH]2[N][N]12,2,2,2
[CH]1[CH]=[CH][CH2]1,4,5,0
[CH]1[CH]=[CH][NH]1,3,4,1
[CH]1[CH]=[CH][N]1,3,3,1
[CH]1[CH]=[N][CH2]1,3,4,1
[CH]1[CH]=[N][NH]1,2,3,2
[CH]1[CH]=[N][N]1,2,2,2
[CH]1[CH][CH2][CH2]1,4,6,0
[CH]1[CH][CH2][CH]1,4,5,0
[CH]1[CH][CH]=[CH]1,4,4,0
[CH]1[CH][CH][CH]1,4,4,0
[CH]1[CH][NH][CH2]1,3,5,1
[CH]1[CH][NH][CH]1,3,4,1
[CH]1[CH][NH][NH]1,2,4,2
[CH]1[CH][NH][N]1,2,3,2
[CH]1[CH][N]=[CH]1,3,3,1
[CH]1[CH][N]=[N]1,2,2,2
[CH]1[CH][N][CH2]1,3,4,1
[CH]1[CH][N][CH]1,3,3,1
[CH]1[CH][N][N]1,2,2,2
[CH]1[C]2=[CH][CH]12,4,3,0
[CH]1[C]2=[CH][N]12,3,2,1
[CH]1[C]2=[C]1[CH2]2,4,3,0
[CH]1[C]2=[C]1[CH]2,4,2,0
[CH]1[C]2=[C]1[NH]2,3,2,1
[CH]1[C]2=[C]1[N]2,3,1,1
[CH]1[C]2=[N][CH]12,3,2,1
[CH]1[C]2=[N][N]12,2,1,2
[CH]1[C]2[CH2][CH]12,4,4,0
[CH]1[C]2[CH2][C]12,4,3,0
[CH]1[C]2[CH2][N]12,3,3,1
[CH]1[C]2[CH]=[C]12,4,2,0
[CH]1[C]2[CH][CH]12,4,3,0
[CH]1[C]2[CH][C]12,4,2,0
[CH]1[C]2[CH][N]12,3,2,1
[CH]1[C]2[NH][CH]12,3,3,1
[CH]1[C]2[NH][C]12,3,2,1
